state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
UT,59,510,no,no,0,,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1.0,False
CA,112,415,no,no,0,,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0.0,False
OH,147,415,yes,yes,24,,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,3.0,False
CT,124,415,no,no,0,,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1.0,False
DE,92,415,no,no,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1.0,False
KS,132,415,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1.0,False
OR,89,415,no,no,0,,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3.0,False
UT,87,415,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1.0,False
ND,75,408,no,yes,24,,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3.0,False
WA,171,408,no,no,0,,69,45.99,230.0,112,19.55,136.0,111,6.12,9.6,5,2.59,1.0,True
VT,135,415,no,no,0,,82,25.79,119.0,105,10.12,180.0,100,8.1,10.5,6,,0.0,False
MI,120,408,no,no,0,,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1.0,False
SD,52,510,no,yes,20,,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1.0,False
DE,115,415,no,no,0,,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2.0,False
MN,123,408,no,no,0,,135,40.15,273.9,88,23.28,,77,10.22,10.1,6,,2.0,True
ND,148,415,yes,no,0,218.7,111,37.18,155.6,133,13.23,,62,12.48,8.2,5,,1.0,False
SD,20,415,no,yes,35,,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0.0,False
DE,99,415,no,no,0,,120,43.25,159.3,92,13.54,264.4,94,11.9,6.0,5,1.62,1.0,False
AL,68,510,no,no,0,,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1.0,False
TX,58,408,no,yes,20,,110,33.07,213.7,89,18.16,236.6,92,10.65,9.5,2,2.57,1.0,False
MS,61,510,no,yes,27,,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4.0,True
ID,103,415,no,no,0,,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2.0,False
ME,79,415,no,no,0,213.6,110,36.31,234.9,121,19.97,,157,10.33,8.8,3,2.38,2.0,False
MN,113,408,yes,no,0,,93,21.28,206.4,119,17.54,129.3,139,5.82,8.3,8,2.24,0.0,False
OR,87,510,no,yes,22,,102,40.94,75.9,106,6.45,,115,10.11,7.1,3,1.92,2.0,False
NH,90,415,no,yes,42,,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0.0,False
MA,128,415,no,no,0,,99,33.25,267.8,120,22.76,164.9,76,7.42,16.0,2,4.32,0.0,False
NJ,128,415,no,no,0,,125,40.44,247.6,93,21.05,208.9,68,9.4,13.9,4,3.75,1.0,True
TX,208,510,no,no,0,,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2.0,True
VA,141,415,no,no,0,,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3.0,False
OK,176,408,no,no,0,,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2.0,False
NY,115,510,no,yes,16,,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2.0,False
OH,98,408,no,no,0,,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1.0,True
VT,120,415,no,no,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0.0,False
VA,105,415,no,no,0,,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3.0,False
VT,85,415,no,no,0,,122,29.99,224.9,123,19.12,,50,9.88,11.5,1,3.11,1.0,False
IN,58,415,no,yes,22,,127,38.1,238.8,85,20.3,,86,7.84,11.5,7,3.11,2.0,False
MI,101,510,no,no,0,,72,32.42,208.6,103,17.73,,111,9.17,8.8,8,2.38,1.0,False
SD,27,408,no,no,0,,110,40.24,231.9,92,19.71,,85,7.41,12.7,6,3.43,1.0,False
DE,92,415,no,yes,33,,92,41.33,213.8,92,18.17,,104,10.29,12.1,2,3.27,2.0,False
AZ,100,415,no,yes,26,,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1.0,False
MN,62,415,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0.0,False
WA,89,510,no,no,0,,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1.0,False
UT,83,408,yes,no,0,,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1.0,False
AK,156,510,no,no,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1.0,False
MS,77,408,no,no,0,,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2.0,False
WY,148,408,no,no,0,243.0,115,41.31,191.8,91,16.3,,93,5.3,13.4,5,3.62,2.0,False
NH,50,408,no,no,0,,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0.0,False
RI,129,415,no,no,0,,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,,0.0,False
NY,126,415,yes,no,0,,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1.0,True
HI,166,408,no,no,0,,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1.0,False
WA,177,415,no,no,0,,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3.0,True
AZ,83,415,no,yes,41,,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3.0,False
NV,115,415,no,no,0,,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1.0,True
NV,96,408,no,no,0,,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3.0,False
KS,92,408,yes,no,0,,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1.0,True
OK,123,415,no,yes,27,,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1.0,False
OR,59,408,no,yes,28,,97,20.55,213.0,92,18.11,163.1,116,7.34,8.5,5,2.3,2.0,False
NJ,48,510,no,yes,22,,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,,2.0,True
DE,105,415,yes,no,0,,106,25.5,293.8,123,24.97,,65,11.28,10.3,7,2.78,3.0,False
SC,114,510,no,yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3.0,False
TN,127,408,no,yes,22,,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1.0,False
NH,123,408,no,no,0,,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0.0,False
AL,89,510,no,no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5.0,True
TX,50,510,no,no,0,,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3.0,False
NJ,35,408,no,no,0,,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2.0,False
ME,149,408,no,no,0,,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0.0,False
NC,135,415,no,no,0,,81,34.31,225.0,114,19.13,204.4,82,9.2,10.3,6,2.78,1.0,False
NH,155,408,no,no,0,,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2.0,False
RI,155,408,yes,no,0,,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0.0,False
WI,70,415,no,no,0,,100,1.34,136.4,83,11.59,,89,7.05,12.1,1,3.27,0.0,False
NH,111,510,no,no,0,,117,33.51,227.8,128,19.36,214.0,101,9.63,9.3,11,2.51,0.0,False
IN,46,415,no,yes,34,,102,32.54,361.8,96,30.75,147.5,132,6.64,7.2,2,1.94,1.0,False
RI,145,408,no,yes,43,257.7,97,43.81,162.1,95,13.78,,86,12.91,11.1,4,3.0,2.0,False
NH,54,510,no,no,0,,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1.0,False
ND,68,408,no,yes,22,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,4,1.3,3.0,False
DE,30,415,no,yes,30,,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0.0,False
PA,104,415,no,no,0,,107,24.57,180.5,85,15.34,,94,10.17,17.0,6,4.59,2.0,False
DE,133,510,no,no,0,,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0.0,False
WA,120,408,no,yes,28,,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1.0,False
NH,55,408,no,yes,20,,95,32.18,118.6,113,10.08,,102,11.26,12.5,4,,2.0,False
NC,74,415,no,no,0,,89,17.46,149.3,100,12.69,188.1,114,8.46,11.0,5,2.97,0.0,False
FL,113,510,no,no,0,,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,,3.0,False
DE,78,408,no,no,0,,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,,3.0,False
WY,161,415,yes,no,0,,78,32.23,267.4,117,22.73,,137,8.3,1.3,6,0.35,1.0,False
GA,74,510,no,yes,31,,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4.0,False
MI,53,415,no,no,0,,95,9.78,265.5,131,22.57,,128,10.99,11.6,6,3.13,3.0,False
FL,92,415,no,no,0,,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3.0,False
WV,173,415,no,no,0,,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1.0,False
FL,142,415,no,yes,26,,94,37.49,239.5,126,20.36,,109,11.44,5.9,9,1.59,2.0,False
TX,70,510,no,no,0,59.5,103,10.12,257.2,106,21.86,,86,9.37,11.1,6,3.0,0.0,False
NJ,107,415,no,no,0,,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3.0,False
TX,86,510,no,no,0,,92,15.78,159.6,87,13.57,,115,6.69,8.8,5,2.38,1.0,False
GA,98,408,no,no,0,126.3,102,21.47,166.8,85,14.18,187.8,135,8.45,9.4,2,2.54,3.0,False
MT,16,510,no,no,0,,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1.0,False
NY,11,415,no,no,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2.0,False
OR,38,415,no,no,0,,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3.0,False
AR,68,510,no,no,0,,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2.0,False
AZ,82,415,no,yes,33,,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,,2.0,False
ND,62,510,no,no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,,1.0,False
OR,60,415,no,no,0,,109,35.33,123.5,112,10.5,,115,13.12,5.7,9,1.54,0.0,False
LA,89,415,no,no,0,,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,,2.0,False
IN,68,415,no,no,0,,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,,2.0,False
SD,128,408,no,yes,34,,73,24.19,194.8,79,16.56,239.3,81,10.77,16.0,6,,1.0,False
OR,112,510,no,no,0,,122,35.05,164.5,94,13.98,,101,6.31,12.6,7,3.4,3.0,False
NH,105,415,no,yes,20,,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1.0,False
KY,125,408,no,no,0,,115,32.57,205.6,108,17.48,,123,9.46,9.2,3,,2.0,False
SD,114,415,no,yes,36,,90,52.68,200.3,89,17.03,,105,8.26,14.2,2,,1.0,False
OH,100,510,no,no,0,,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0.0,True
MO,89,415,no,no,0,178.7,81,30.38,233.7,74,19.86,,120,5.94,9.1,4,2.46,1.0,False
AK,108,415,no,no,0,,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1.0,False
CT,99,408,no,no,0,,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1.0,False
ND,51,510,no,no,0,,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0.0,False
IA,45,415,no,no,0,,87,35.92,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1.0,False
CA,60,415,yes,no,0,,110,31.11,206.7,93,17.57,,119,9.17,11.1,6,,1.0,False
NE,44,415,no,no,0,,146,40.85,164.6,83,13.99,,106,10.83,10.6,2,,1.0,False
MD,125,415,no,no,0,,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,,0.0,False
MD,42,408,no,no,0,,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0.0,False
MA,58,408,no,no,0,,112,29.65,265.8,122,22.59,,87,8.21,0.0,0,,4.0,False
NY,209,415,no,no,0,,105,26.13,188.6,87,16.03,,95,9.04,10.7,2,2.89,0.0,False
NJ,197,510,no,no,0,154.8,111,26.32,171.5,102,14.58,,86,10.23,10.6,2,2.86,3.0,False
OK,116,510,no,no,0,,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,,2.0,False
MD,154,510,no,no,0,,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3.0,True
WV,92,510,no,yes,16,,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2.0,False
WY,171,415,no,no,0,,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1.0,False
MI,140,415,no,no,0,,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3.0,False
ID,92,415,no,yes,23,,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4.0,False
FL,91,510,yes,yes,24,,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0.0,False
NE,78,510,no,yes,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6.0,False
ME,57,415,no,no,0,,101,37.59,236.7,65,20.12,,137,11.35,9.5,1,2.57,0.0,False
KY,155,510,no,no,0,,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,1,2.11,1.0,False
MN,57,415,no,no,0,,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2.0,True
MT,109,408,no,no,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1.0,True
KY,122,415,no,no,0,,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1.0,False
IN,88,415,no,no,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3.0,False
TX,123,408,no,no,0,,85,44.35,168.5,103,14.32,,91,8.02,13.3,5,3.59,3.0,False
MI,146,408,no,no,0,,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7.0,True
MN,166,408,no,no,0,,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0.0,False
WA,71,408,no,no,0,,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2.0,False
VA,118,408,no,no,0,,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7,2.0,False
LA,82,415,no,no,0,197.7,101,33.61,127.6,83,10.85,,103,6.39,13.5,3,3.65,1.0,False
NM,158,408,no,no,0,,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2.0,False
MT,130,408,no,yes,19,,87,25.99,213.2,99,18.12,205.3,114,9.24,10.8,6,2.92,2.0,False
SC,79,415,no,no,0,,98,22.9,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,2.0,False
UT,71,415,no,no,0,,110,47.41,190.2,67,16.17,,84,11.48,11.7,7,3.16,0.0,True
CO,125,415,no,no,0,,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2.0,False
HI,134,408,no,no,0,,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1.0,False
AZ,134,415,no,yes,40,,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,,1.0,False
ID,42,415,no,no,0,,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1.0,False
VA,113,408,no,yes,34,,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1.0,False
OK,52,510,no,yes,38,,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0.0,False
TN,102,510,no,no,0,,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,,1.0,False
CA,84,415,no,no,0,,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0.0,True
AL,122,415,no,no,0,232.5,96,39.53,205.5,120,17.47,,91,9.62,11.9,2,3.21,0.0,False
VA,129,408,no,no,0,,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3.0,False
IL,78,415,yes,no,0,236.8,141,40.26,265.3,101,22.55,,77,6.86,9.5,2,2.57,1.0,True
FL,116,408,no,no,0,,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,,1.0,False
MS,162,415,no,no,0,,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4.0,True
MA,69,510,no,no,0,195.1,91,33.17,261.5,57,22.23,,90,9.17,11.4,5,3.08,0.0,False
MD,83,408,no,yes,38,,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0.0,False
ME,69,510,no,no,0,,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2.0,False
CT,77,415,no,no,0,,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1.0,False
LA,154,510,no,no,0,,99,28.37,154.9,97,13.17,,89,8.52,7.2,5,,0.0,False
HI,99,415,no,no,0,,81,10.69,231.0,64,19.64,168.9,121,7.6,8.5,5,2.3,1.0,False
MO,6,510,no,no,0,,117,31.21,256.7,72,21.82,,79,8.04,10.2,2,,1.0,False
WY,123,415,no,no,0,,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5.0,True
MO,20,415,no,no,0,,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0.0,False
OR,76,415,no,no,0,,77,28.82,124.0,87,10.54,,92,9.87,10.0,3,,0.0,False
NY,32,415,no,no,0,,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,,2.0,False
NC,116,408,no,yes,19,,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3.0,False
VA,139,510,no,yes,23,,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0.0,False
SC,87,408,no,no,0,,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,,2.0,True
SD,137,510,no,no,0,,118,41.16,191.0,93,16.24,218.6,50,9.84,14.7,2,3.97,3.0,False
TX,145,415,no,no,0,,110,31.94,197.0,117,16.75,167.0,108,7.52,4.8,4,,2.0,False
WI,112,408,no,no,0,,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0.0,False
MA,120,415,no,no,0,,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1.0,False
DE,2,415,yes,no,0,,42,22.46,138.9,88,11.81,,119,8.67,9.1,1,2.46,2.0,True
WI,73,415,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0.0,False
MA,57,510,no,no,0,,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1.0,False
FL,144,415,no,yes,51,,98,48.26,192.0,109,16.32,,85,8.83,10.0,4,2.7,1.0,False
MO,106,415,no,no,0,,104,19.45,78.3,101,6.66,,78,10.47,0.0,0,,2.0,False
MN,100,415,yes,no,0,,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2.0,True
TN,196,415,no,no,0,,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,,1.0,False
RI,114,510,no,yes,28,,94,38.39,193.0,117,16.41,,100,10.46,8.4,9,2.27,4.0,False
UT,82,510,yes,no,0,,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,,3.0,False
OH,72,510,no,no,0,,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1.0,False
MI,147,415,no,no,0,,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3.0,False
WY,111,415,no,no,0,,96,37.77,162.5,111,13.81,,120,8.32,11.9,7,3.21,4.0,False
NM,118,510,no,no,0,,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,,0.0,False
ND,81,408,yes,yes,37,,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1.0,False
TX,79,415,no,no,0,,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1.0,False
MN,46,408,no,no,0,,105,26.59,185.5,98,15.77,,96,10.2,11.8,3,3.19,1.0,False
MT,80,415,no,no,0,,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3.0,False
KS,88,415,no,no,0,,111,32.27,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2.0,False
NV,178,408,no,no,0,,150,46.82,187.5,62,15.94,,126,6.62,13.6,3,3.67,1.0,False
PA,69,415,no,no,0,,88,24.41,141.8,86,12.05,,83,8.73,10.8,5,2.92,3.0,False
ID,119,415,yes,yes,32,,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0.0,False
AR,79,408,no,no,0,,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1.0,False
IL,148,408,no,yes,25,,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3.0,False
ME,39,408,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2.0,False
HI,24,415,no,no,0,235.6,132,40.05,115.9,129,9.85,,136,8.34,16.2,2,4.37,0.0,False
SC,49,415,yes,no,0,,92,40.43,208.9,119,17.76,,86,7.55,15.6,6,4.21,2.0,True
RI,56,415,no,no,0,,112,38.42,248.5,118,21.12,,142,6.32,6.9,11,1.86,1.0,False
MI,65,415,no,no,0,,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,3.0,False
RI,33,415,no,no,0,,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3.0,False
ND,84,415,no,yes,33,,106,27.05,149.8,101,12.73,,108,9.6,13.0,18,,1.0,False
ND,68,408,no,no,0,,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,,2.0,False
NM,118,415,no,yes,42,,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,,0.0,False
GA,132,415,no,no,0,,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5.0,True
ID,78,415,no,no,0,,115,17.6,117.9,102,10.02,,94,9.05,12.0,3,3.24,4.0,True
OH,97,408,no,no,0,,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1.0,True
AZ,97,408,no,no,0,,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,,3.0,False
AL,92,408,no,yes,38,,96,41.17,159.7,144,13.57,,108,9.45,8.9,1,2.4,1.0,False
NJ,127,510,no,no,0,,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0.0,True
MS,130,510,no,no,0,,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3.0,False
WA,86,510,no,no,0,,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1.0,False
DC,88,415,no,yes,17,,78,37.32,222.1,94,18.88,,92,8.47,16.1,5,4.35,1.0,False
NM,55,415,no,no,0,,103,22.44,279.6,114,23.77,180.0,74,8.1,13.5,4,3.65,0.0,False
UT,111,510,no,no,0,,80,32.52,138.5,94,11.77,,107,11.07,6.4,3,1.73,2.0,False
NH,110,408,no,no,0,,81,27.54,247.5,89,21.04,,99,7.0,8.9,8,2.4,0.0,False
CA,82,415,no,no,0,,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0.0,False
NV,81,415,no,yes,28,,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4.0,True
GA,50,408,no,yes,24,,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1.0,False
MT,94,510,no,no,0,,136,27.8,143.7,111,12.21,,82,11.4,12.6,5,3.4,1.0,False
MA,34,415,no,no,0,,89,49.93,272.5,71,23.16,,76,8.02,11.0,10,,2.0,True
HI,135,415,no,no,0,,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1.0,False
CA,37,415,no,no,0,,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0.0,False
FL,133,510,no,no,0,,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0.0,False
DE,110,510,no,no,0,,115,25.25,276.4,84,23.49,,112,8.71,12.4,3,,1.0,False
NH,148,408,no,no,0,,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1.0,False
OR,140,415,no,no,0,,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4.0,True
NJ,42,408,yes,no,0,,127,30.72,174.6,94,14.84,165.3,114,7.44,12.0,6,3.24,2.0,False
MS,120,415,no,no,0,,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1.0,False
NJ,92,510,no,yes,29,155.4,110,26.42,188.5,104,16.02,254.9,118,11.47,8.0,4,2.16,3.0,False
IL,70,408,no,no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2.0,False
NJ,137,415,no,no,0,,114,41.38,121.2,110,10.3,162.6,104,7.32,12.2,5,3.29,0.0,False
MD,90,415,no,no,0,,122,19.45,127.7,154,10.85,,109,11.39,10.1,5,2.73,2.0,False
VA,117,408,no,no,0,,98,16.51,228.0,131,19.38,,111,10.8,10.6,3,,1.0,False
NM,103,415,no,no,0,,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3.0,False
IN,129,415,no,no,0,,120,23.43,225.8,110,19.19,,95,6.53,10.2,6,,1.0,True
MN,122,415,no,no,0,,88,18.34,235.8,109,20.04,,119,10.29,9.5,3,2.57,2.0,False
VT,107,510,no,yes,28,201.8,79,34.31,304.9,128,25.92,,133,10.15,11.9,8,3.21,1.0,False
GA,202,510,no,no,0,,137,19.62,178.7,70,15.19,,113,8.36,6.0,3,1.62,3.0,False
OK,46,415,no,no,0,,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1.0,False
ND,87,415,yes,yes,40,,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,,1.0,False
DC,123,415,no,no,0,,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3.0,False
SD,221,510,no,yes,24,,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,,0.0,False
OH,52,408,no,yes,31,,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1.0,False
NV,125,510,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0.0,False
GA,58,510,no,no,0,,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2.0,False
